relevance_tier,relevance_confidence,relevance_reason,rank,score,role,editorial_bucket,title,primary_phylum,primary_genus,matched_groups,inputs,outputs,claims,strategic_note,paper_url,paper_arxiv_id,abstract
core_reconstruction,medium,direct reconstruction/3DGS/4D title linked to core representation cluster,728,78,important bridge paper,D. adjacent but useful context,REALM: An MLLM-Agent Framework for Open World 3D Reasoning Segmentation and Editing on Gaussian Splatting,Multimodal & Language,VLM / MLLM,gaussian_radiance; pose_calibration_localization; surface_occupancy; generation_editing,multimodal / language,Gaussian map; radiance field / NVS; editable / generative 3D,robustness; editing/generation,Use as a bridge between reconstruction representation and metric pose/calibration reliability.,,,"Bridging the gap between complex human instructions and precise 3D object grounding remains a significant challenge in vision and robotics. Existing 3D segmentation methods often struggle to interpret ambiguous, reasoning-based instructions, while 2D vision-language models that excel at such reasoning lack intrinsic 3D spatial understanding. In this paper, we introduce REALM, an innovative MLLM-agent framework that enables open-world reasoning-based segmentation without requiring extensive 3D-specific post-training. We perform segmentation directly on 3D Gaussian Splatting representations, capitalizing on their ability to render photorealistic novel views that are highly suitable for MLLM comprehension. As directly feeding one or more rendered views to the MLLM can lead to high sensitivity to viewpoint selection, we propose a novel Global-to-Local Spatial Grounding strategy. Specifically, multiple global views are first fed into the MLLM agent in parallel for coarse-level localization, aggregating responses to robustly identify the target object. Then, several close-up novel views of the object are synthesized to perform fine-grained local segmentation, yielding accurate and consistent 3D masks. Extensive experiments show that REALM achieves remarkable performance in interpreting both explicit and implicit instructions across LERF, 3D-OVS, and our newly introduced REALM3D benchmarks. Furthermore, our agent framework seamlessly supports a range of 3D interaction tasks, including object removal, replacement, and style transfer, demonstrating its practical utility and versatility."
core_reconstruction,medium,3D Vision & Geometry paper with direct reconstruction title and abstract signal,733,77,important bridge paper,D. adjacent but useful context,GaussianPile: A Unified Sparse Gaussian Splatting Framework for Slice-based Volumetric Reconstruction,Medical & Scientific Imaging,Medical Imaging,general_reconstruction; gaussian_radiance; surface_occupancy,,Gaussian map; mesh / surface; occupancy / voxel; radiance field / NVS,unified pipeline; efficiency,Use to connect two clusters in the blog narrative.,,,"Slice-based volumetric imaging is widely applied and it demands representations that compress aggressively while preserving internal structure for analysis. This paper introduces GaussianPile, unifying 3D Gaussian splatting with an imaging system-aware focus model to address this challenge. Our new method introduces three key innovations: (i) a slice‑aware piling strategy that positions anisotropic 3D Gaussians to model through‑slice contributions, (ii) a differentiable projection operator that encodes the finite‑thickness point spread function of the imaging acquisition system, and (iii) a compact encoding and joint optimization pipeline that simultaneously reconstructs and compresses the Gaussian sets. Our CUDA-based design retains the compression and real‑time rendering efficiency of Gaussian primitives while preserving high‑frequency internal volumetric detail. Experiments on microscopy and ultrasound datasets demonstrate that our method reduces storage and reconstruction cost, sustains diagnostic fidelity, and enables fast 2D visualization, along with 3D voxelization. In practice, it delivers high-quality results in as few as $3$ minutes—up to $11\times$ faster than NeRF-based approaches—and achieves consistent $16\times$ compression over the original voxel grids, offering a practical path to deployable compression and exploration of slice-based volumetric datasets."
core_reconstruction,medium,direct reconstruction/3DGS/4D title linked to core representation cluster,768,69,important bridge paper,D. adjacent but useful context,Prospective Dynamic 3D MRI Reconstruction via Latent-Space Motion Tracking from Single Measurement,Medical & Scientific Imaging,Medical Imaging,general_reconstruction; dynamic_4d; surface_occupancy,video / temporal,mesh / surface; 4D scene,foundation/prior; efficiency; dynamic,Use to connect two clusters in the blog narrative.,,,"Prospective reconstruction is crucial in many clinical applications such as MRI-guided radiotherapy, which demands accurate image reconstruction and fast motion estimation from currently acquired measurements. However, prospective reconstruction remains challenging due to ultra-sparse sampling and stringent latency requirements. In this work, we propose PDMR, an Prospective Dynamic 3D MRI Reconstruction framework with latent-space motion tracking. Our core idea is to learn an efficient and generalizable latent manifold of motion fields offline, enabling rapid online adaptation for prospective reconstruction. Specifically, we parameterize the deformation vector fields (DVFs) on a low-dimensional manifold, effectively reducing the search space for fast online adaptation, and employ a tri-plane representation to achieve geometry-aware and memory-efficient encoding of 3D motion. Experiments on both XCAT digital phantoms and in-house abdominal MRI datasets demonstrate that PDMR achieves high-fidelity and temporally consistent reconstruction across multiple prospective scenarios (Immediate and After-2min), outperforming state-of-the-art retrospective and online methods. Our results suggest a promising pathway toward ultra-fast, motion-aware prospective MRI reconstruction in clinical practice."
core_reconstruction,medium,direct reconstruction/3DGS/4D title linked to core representation cluster,773,67,adjacent / inspect manually,D. adjacent but useful context,MeanFuser: Fast One-Step Multi-Modal Trajectory Generation and Adaptive Reconstruction via MeanFlow for End-to-End Driving,Autonomous Driving,Autonomous Driving,gaussian_radiance; depth_correspondence; robotics_mapping; data_benchmark,LiDAR / driving,Gaussian map; editable / generative 3D,unified pipeline; efficiency; robustness; benchmark/data; editing/generation,"Useful for a cluster subsection, but check whether the contribution is broad or narrowly incremental.",,,"Generative models have shown great potential in trajectory planning. Recent studies demonstrate that anchor-guided generative models are effective in modeling the uncertainty of driving behaviors and improving overall performance. However, these methods rely on discrete anchor vocabularies that must sufficiently cover the trajectory distribution during testing to ensure robustness, inducing an inherent trade-off between vocabulary size and model performance.To overcome this limitation, we propose MeanFuser, an end-to-end autonomous driving method that enhances both efficiency and robustness through three key designs. (1) We introduce Gaussian Mixture Noise (GMN) to guide generative sampling, enabling a continuous representation of the trajectory space and eliminating the dependency on discrete anchor vocabularies. (2) We introduce ``MeanFlow Identity"", which models the mean velocity field between GMN and data distribution instead of the instantaneous velocity field used in naïve flow-matching methods, effectively eliminating numerical errors from ODE solvers and significantly accelerating inference. (3) We design a lightweight Adaptive Reconstruction Module (ARM) that enables the model to consider all sampled proposals and adaptively decide whether to reconstruct a trajectory when none of the proposals is satisfactory. Experiments on the NAVSIM closed-loop benchmark demonstrate that MeanFuser achieves outstanding performance and exceptional inference efficiency, offering a robust and efficient solution for end-to-end autonomous driving."
core_reconstruction,medium,3D Vision & Geometry paper with direct reconstruction title and abstract signal,787,63,adjacent / inspect manually,D. adjacent but useful context,Adaptive Anisotropic Gaussian Splatting for Multi-contrast MRI Arbitrary-Scale Super-Resolution with Anatomy Guidance,Medical & Scientific Imaging,Medical Imaging,gaussian_radiance; surface_occupancy; robotics_mapping,,Gaussian map; radiance field / NVS,foundation/prior,"Use for the robotics/SLAM angle: reconstruction becomes a map or world model, not just a visual asset.",,,"Implicit neural representation (INR) based methods learn a continuous mapping from a low-resolution (LR) target magnetic resonance (MR) image and a high-resolution (HR) reference image to achieve arbitrary-scale super-resolution (SR). However, their inherent spectral bias favors learning low-frequency (LF) components, often failing to capture the sharp transitions at anatomical boundaries and resulting in the loss of high-frequency (HF) details. Inspired by 3D Gaussian splatting, we propose GaussM²ASR (Gaussian Multi-contrast MRI Arbitrary-scale Super-Resolution), which converts the challenging task of HF anatomical reconstruction into a smoother parameter optimization problem by learning the parameters of anisotropic 2D Gaussian kernels. To handle inter-contrast discrepancies, we introduce an anatomy-guided pipeline comprising three core modules: a Structure Prior Modulation Fusion (SPMF) module for feature enhancement; an Anatomy-Guided Dual-Domain Cross Attention (AG-DDCA) module for joint spatial-frequency modeling; and an Anatomy-Guided Gaussian Parametrizer (AGGP) that leverages gradient-based sparse attention to concentrate Gaussian centers on critical anatomical structures. Extensive experiments on multiple datasets demonstrate that GaussM²ASR surpasses state-of-the-art methods in recovering fine anatomical details. The source code will be made publicly available upon acceptance."
core_reconstruction,medium,3D Vision & Geometry paper with direct reconstruction title and abstract signal,813,59,adjacent / inspect manually,D. adjacent but useful context,TALO: Pushing 3D Vision Foundation Models Towards Globally Consistent Online Reconstruction,Autonomous Driving,Autonomous Driving,pose_calibration_localization; dynamic_4d; robotics_mapping,single image; video / temporal; LiDAR / driving,camera pose,foundation/prior; unified pipeline; scale; robustness; dynamic,"Use for the robotics/SLAM angle: reconstruction becomes a map or world model, not just a visual asset.",,,"3D vision foundation models have shown strong generalization in reconstructing key 3D attributes from uncalibrated images through a single feed-forward pass. However, when deployed in online settings such as driving scenarios, predictions are made over temporal windows, making it non-trivial to maintain consistency across time. Recent strategies align consecutive predictions by solving global transformation, yet our analysis reveals their fundamental limitations in assumption validity, local alignment scope, and robustness under noisy geometry. In this work, we propose a higher-DOF and long-term alignment framework based on Thin Plate Spline, leveraging globally propagated control points to correct spatially varying inconsistencies. In addition, we adopt a point-agnostic submap registration design that is inherently robust to noisy geometry predictions. The proposed framework is fully plug-and-play, compatible with diverse 3D foundation models and camera configurations (e.g., monocular or surround-view). Extensive experiments demonstrate that our method consistently yields more coherent geometry and lower trajectory errors across multiple datasets, backbone models, and camera setups, highlighting its robustness and generality. Codes are provided in the supplementary material and will be publicly released."
core_reconstruction,medium,3D Vision & Geometry paper with direct reconstruction title and abstract signal,836,52,adjacent / inspect manually,D. adjacent but useful context,DualSplat: Robust 3D Gaussian Splatting via  Pseudo-Mask Bootstrapping from Reconstruction Failures,Multimodal & Language,Agentic AI,general_reconstruction; gaussian_radiance,multi-view images; multimodal / language,Gaussian map; radiance field / NVS,foundation/prior; efficiency; robustness,"Useful for a cluster subsection, but check whether the contribution is broad or narrowly incremental.",,,"3D Gaussian Splatting achieves real-time photo-realistic rendering but struggles when training images contain transient objects that violate multi-view consistency. Existing methods face a fundamental dilemma: accurate transient detection requires well-reconstructed static scenes, yet clean reconstruction depends on reliable transient masks. This circular dependency causes persistent artifacts when both components are jointly optimized from poor initialization. We present DualSplat, a two-stage framework which sidesteps this dilemma by first generating pseudo masks from reconstruction failures, then using them to guide clean scene optimization. We observe that transient objects manifest as incomplete fragments during initial training, since they appear in only a subset of views. We consolidate these failures into pseudo masks via instance-level thresholding and a feature-residual filter guided by SAM2 boundaries. Then we trains a clean 3DGS model under pseudo-mask supervision, with a lightweight MLP refining masks online by progressively shifting from pseudo-priors to self-consistency as densification proceeds. Experiments on RobustNeRF and NeRF On-the-Go demonstrate that DualSplat achieves competitive performance with recent methods, with particularly strong results on scenes with high transient density."
core_reconstruction,medium,3D Vision & Geometry paper with direct reconstruction title and abstract signal,838,52,adjacent / inspect manually,D. adjacent but useful context,RemedyGS: Defend 3D Gaussian Splatting Against Computation Cost Attacks,Robustness & Safety,Safety,general_reconstruction; gaussian_radiance,multimodal / language,Gaussian map; radiance field / NVS,robustness,"Useful for a cluster subsection, but check whether the contribution is broad or narrowly incremental.",,,"As a mainstream technique for 3D reconstruction, 3D Gaussian splatting (3DGS) has been applied in a wide range of applications and services. Recent studies have revealed critical vulnerabilities in this pipeline and introduced computation cost attacks that lead to malicious resource occupancies and even denial-of-service (DoS) conditions, thereby hindering the reliable deployment of 3DGS. In this paper, we propose the first effective and comprehensive black-box defense framework, named RemedyGS, against such computation cost attacks, safeguarding 3DGS reconstruction systems and services. Our pipeline comprises two key components: a detector to identify the attacked input images with poisoned textures and a purifier to recover the benign images from their attacked counterparts, mitigating the adverse effects of these attacks. Moreover, we incorporate adversarial training into the purifier to enforce distributional alignment between the recovered and original natural images, thereby enhancing the defense efficacy. Experimental results demonstrate that our framework effectively defends against white-box, black-box, and adaptive attacks in 3DGS systems, achieving state-of-the-art performance in both safety and utility."
core_reconstruction,medium,3D Vision & Geometry paper with direct reconstruction title and abstract signal,854,44,adjacent / inspect manually,D. adjacent but useful context,Eulerian Gaussian Splatting using Hashed Probability Pyramids,Robotics & Embodied AI,Embodied AI,gaussian_radiance; robotics_mapping,panorama,Gaussian map; radiance field / NVS,foundation/prior; unified pipeline; efficiency,"Useful for a cluster subsection, but check whether the contribution is broad or narrowly incremental.",,,"We introduce a probabilistic splat-based radiance field framework that retains the fast rasterization and test-time efficiency of 3D Gaussian Splatting (3DGS) while replacing heuristic primitive manipulation with gradient-based optimization of a volumetric probability density. Rather than relocating, splitting, or culling Gaussians via hand-tuned densification (e.g., ADC), we treat primitive locations as samples drawn from a persistent, learnable density. We instantiate this density with a novel, memory-efficient multi-scale hierarchical grid that enables end-to-end gradient-based control over primitive population density. To stabilize stochastic training, we derive an unbiased gradient estimator with control variates that markedly reduces variance. By allowing probability mass to flow to where the loss demands, our method eliminates brittle priors and naturally explores the volume, achieving state-of-the-art reconstruction quality on mip-NeRF360 while preserving 3DGS-level rendering speed."
strong_bridge,medium,system bridge signal: pose/localization/mapping/world-model plus reconstruction representation,73,100,core trend paper,A. thesis anchor: dynamic/4D recon,Clone Deterministic 3D Worlds,3D Vision & Geometry,3D Reconstruction,general_reconstruction; dynamic_4d; surface_occupancy; robotics_mapping,video / temporal,mesh / surface; editable / generative 3D,foundation/prior; dynamic; editing/generation,"Use for the robotics/SLAM angle: reconstruction becomes a map or world model, not just a visual asset.",,,"A world model is an internal model that simulates how the world evolves. Given past observations and actions, it predicts the future physical state of both the embodied agent and its environment. Accurate world models are essential for enabling agents to think, plan, and reason effectively in complex, dynamic settings. However, existing world models often focus on random generation of open worlds, but neglect the need for high-fidelity modeling of deterministic scenarios (such as fixed-map mazes and static space robot navigation). In this work, we take a step toward building a truly accurate world model by addressing a fundamental yet open problem: constructing a model that can fully clone a deterministic 3D world. 1) Through diagnostic experiment, we quantitatively demonstrate that high-fidelity cloning is feasible and the primary bottleneck for long-horizon fidelity is the geometric structure of the latent representation, not the dynamics model itself. 2) Building on this insight, we show that applying temporal contrastive learning principle as a geometric regularization can effectively curate a latent space that better reflects the underlying physical state manifold, demonstrating that contrastive constraints can serve as a powerful inductive bias for stable world modeling; we call this approach Geometrically-Regularized World Models (GRWM). At its core is a lightweight geometric regularization module that can be seamlessly integrated into standard autoencoders, reshaping their latent space to provide a stable foundation for effective dynamics modeling. By focusing on representation quality, GRWM offers a simple yet powerful pipeline for improving world model fidelity."
strong_bridge,medium,dynamic/4D paper with direct reconstruction signal,85,100,core trend paper,A. thesis anchor: dynamic/4D recon,NeuROK: Generative 4D Neural Object Kinematics,3D Vision & Geometry,3D Reconstruction,general_reconstruction; dynamic_4d; surface_occupancy; robotics_mapping; data_benchmark,video / temporal,mesh / surface; 4D scene; editable / generative 3D,foundation/prior; scale; dynamic; benchmark/data; editing/generation,"Use for the robotics/SLAM angle: reconstruction becomes a map or world model, not just a visual asset.",,,"Data-driven approaches have revolutionized 3D vision, enabling transformers to effectively reconstruct and generate static 3D objects. However, generating simulative 4D dynamics---realistic temporal deformations of static objects under various physical conditions---remains challenging and often ad hoc despite being critical for building comprehensive 3D world models. Most existing methods assume a predefined physical model and use system identification to estimate parameters, restricting these methods to specific categories and small-scale datasets. We propose that these restrictions can be overcome by learning a data-driven kinematic state parameterization for object-centric physical systems. Specifically, we learn both a latent space of all possible states of the object and a decoder that maps any sampled latent to a plausibly deformed shape of the object. We refer to this parameterization as Neural Object Kinematics (NeuROK), and learn a transformer-based encoder-decoder model on a curated large-scale 4D dataset. This formulation and the learned model significantly simplify the generation of simulative dynamics since we only need to consider the dynamics within a low-dimensional latent space from the Lagrangian mechanics' perspective in classical physics. We demonstrate the effectiveness and generality of this framework across diverse dynamic object types, showing clear advantages over prior works."
strong_bridge,medium,dynamic/4D paper with direct reconstruction signal,92,100,core trend paper,A. thesis anchor: dynamic/4D recon,SGSoft: Learning Fused Semantic-Geometric Features for 3D Shape Correspondence via Template-Guided Soft Signals,3D Vision & Geometry,3D Reconstruction,general_reconstruction; depth_correspondence; dynamic_4d; surface_occupancy,multimodal / language,mesh / surface; 4D scene,foundation/prior; unified pipeline; efficiency; scale; dynamic,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"Learning dense correspondences across deformable 3D shapes remains a long-standing challenge due to structural variability, non-isometric deformation, and inconsistent topology. Existing methods typically trade off generalization, geometric fidelity, and efficiency.We address this by proposing SGSoft, a unified intrinsic pipeline that (i) constructs a geodesic correspondence field on a canonical template, (ii) learns multimodal dense descriptors guided by pretrained semantic priors with this geodesic correspondence field supervision, (iii) retrieves dense correspondences in a single feed-forward pass via nearest-neighbor search in descriptor space.This formulation enables stable and topology-invariant supervision under large pose variation, structural differences, and remeshing.SGSoft achieves state-of-the-art inter-category generalization while offering the best accuracy–efficiency trade-off among prior methods. It also achieves near real-time inference without pre-alignment, pairwise optimization, or post-refinement. Learned descriptors can be transferred effectively to downstream tasks such as semantic segmentation and deformation transfer, establishing a scalable and deployment-ready paradigm for dense 3D correspondence. Code and pretrained models will be released upon acceptance."
strong_bridge,medium,system bridge signal: pose/localization/mapping/world-model plus reconstruction representation,93,100,core trend paper,A. thesis anchor: dynamic/4D recon,Spatia: Video Generation with Updatable Spatial Memory,3D Vision & Geometry,3D Reconstruction,general_reconstruction; pose_calibration_localization; dynamic_4d; surface_occupancy; generation_editing,video / temporal,point map / point cloud; mesh / surface; editable / generative 3D,scale; dynamic; editing/generation,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"Existing video generation models struggle to maintain long-term spatial and temporal consistency due to the dense, high-dimensional nature of video signals. To overcome this limitation, we propose Spatia, a spatial memory–aware video generation framework that explicitly preserves a 3D scene point cloud as persistent spatial memory. Spatia iteratively generates video clips conditioned on this spatial memory and continuously updates it through visual SLAM. This dynamic–static disentanglement design enhances spatial consistency throughout the generation process while preserving the model’s ability to produce realistic dynamic entities. Furthermore, Spatia enables applications such as explicit camera control and 3D-aware interactive editing, providing a geometrically grounded framework for scalable, memory-driven video generation."
strong_bridge,medium,dynamic/4D paper with direct reconstruction signal,124,100,core trend paper,A. thesis anchor: representation shift,D-Prism: Differentiable Primitives for Structured Dynamic Modeling,3D Vision & Geometry,3D Reconstruction,general_reconstruction; gaussian_radiance; depth_correspondence; dynamic_4d; surface_occupancy,,Gaussian map; mesh / surface; 4D scene,dynamic,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"Capturing both geometry and rigid motion for structured dynamic objects, like multi-part assemblies or jointed mechanisms, remains a key challenge. Existing dynamic methods, such as deformable meshes or 3DGS, rely on unstructured representations and fail to jointly model suitable geometry and articulated motion. Primitive-based methods excel at structured static scenes, but their dynamic potential is still unexplored. We propose D-Prism, the first framework to achieve high-fidelity structured dynamic modeling by extending differentiable primitives to the dynamic domain.Specifically, we bind 3DGS to primitive surfaces, leveraging their respective strengths in appearance and geometry. We introduce a deformation network to control primitive motion, ensuring it accurately matches the object's movement. Furthermore, we design a novel adaptive control strategy to dynamically adjust primitive counts, better matching objects' true spatial footprint.Experiments confirm that our method excels at structured dynamic modeling, providing both structured geometry and precise motion tracking."
strong_bridge,medium,Gaussian/radiance representation linked to pose/mapping/metric bridge,125,100,core trend paper,A. thesis anchor: representation shift,Dark3R: Learning Structure from Motion in the Dark,3D Vision & Geometry,3D Reconstruction,general_reconstruction; gaussian_radiance; pose_calibration_localization; depth_correspondence; surface_occupancy; data_benchmark,multi-view images,camera pose; Gaussian map; mesh / surface; radiance field / NVS,foundation/prior; scale; robustness; benchmark/data,Use as a bridge between reconstruction representation and metric pose/calibration reliability.,,,"We introduce Dark3R, a framework for structure from motion in the dark that operates directly on raw images with signal-to-noise ratios (SNRs) below $-4$ dB—a regime where conventional feature- and learning-based methods break down. Our key insight is to adapt large-scale 3D foundation models to extreme low-light conditions through a teacher–student distillation process, enabling robust feature matching and camera pose estimation in low light. Dark3R requires no 3D supervision; it is trained solely on noisy--clean raw image pairs, which can be either captured directly or synthesized using a simple Poisson–Gaussian noise model applied to well-exposed raw images.To train and evaluate our approach, we introduce a new, exposure-bracketed dataset that includes $\sim$42,000 multi-view raw images with ground-truth 3D annotations, and we demonstrate that Dark3R achieves state-of-the-art structure from motion in the low-SNR regime. Further, we demonstrate state-of-the-art novel view synthesis in the dark using Dark3R's predicted poses and a coarse-to-fine radiance field optimization procedure."
strong_bridge,medium,system bridge signal: pose/localization/mapping/world-model plus reconstruction representation,189,100,core trend paper,A. thesis anchor: representation shift,Perceptual 3D Simulation With Physical World Modeling,3D Vision & Geometry,3D Reconstruction,general_reconstruction; gaussian_radiance; dynamic_4d; surface_occupancy; robotics_mapping; data_benchmark,video / temporal; multimodal / language,mesh / surface; radiance field / NVS; 4D scene,dynamic,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"Predicting how a scene will evolve after a desired 3D transformation from images is a central goal in vision, graphics, and robotics. Yet unlike ideal simulators with full access to 3D geometry and dynamics, real world systems must rely on perceptual inputs and local actions that are inherently partial and incomplete. In this work, we present P3Sim, a physical world modeling system that simulates future scene states under both partial observations and incomplete 3D transformation signals. P3Sim is composed of three interacting components: a learned physical world model, a geometric conditioning module, and a persistent scene memory. The world model interprets perception as probabilistic inference over multimodal scene variables, providing predictions of the distributions of any scene variable conditioned on any combination of others. The geometric conditioning module provides a partial 3D transform signal for conditioning the world model at inference time. The persistent scene memory integrates predictions over time, enabling online updates and consistency under uncertainty. By combining learned inference with explicit geometric structure, P3Sim balances data-driven flexibility with built-in inductive bias. This design yields a flexible perceptual simulator that generalizes across diverse 3D transformation tasks, such as novel view synthesis, object manipulation, and dynamic scene prediction, advancing toward general purpose 3D scene understanding and transformation."
strong_bridge,medium,dynamic/4D paper with direct reconstruction signal,202,100,core trend paper,A. thesis anchor: representation shift,Real-Time Dynamic Scene Rendering with Controlled Compressibility and Contact Awareness,3D Vision & Geometry,3D Reconstruction,general_reconstruction; gaussian_radiance; dynamic_4d; surface_occupancy; data_benchmark,video / temporal,Gaussian map; mesh / surface; 4D scene,foundation/prior; unified pipeline; efficiency; dynamic,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"Existing dynamic scene rendering methods often adopt rigid-body or direction-limited assumptions, yet real-world motion and contact routinely violate these, producing artifacts near occlusion boundaries. To address this, we introduce a unified, source-aware framework for dynamic rendering that enforces the consistency of Gaussian primitives under an explicit manifold constraints. We project predicted velocities onto physically grounded priors via efficient, parallel inner solves: (i) a Helmholtz parameterization that separates divergence-free and potential-flow motion components; (ii) an anisotropic, compressible directional prior; and (iii) an affine family that disentangles rotation from isotropic scaling. Experiments on extensive benchmarks show consistent improvements over state-of-the-art methods in reconstruction fidelity and temporal coherence. Our approach ensures physically realistic rendering, especially near contacts, and substantially reduces motion-boundary artifacts."
strong_bridge,medium,Gaussian/radiance representation linked to pose/mapping/metric bridge,214,100,core trend paper,A. thesis anchor: representation shift,"SceneTok: A Compressed, Diffusable Token Space for 3D Scenes",3D Vision & Geometry,3D Reconstruction,general_reconstruction; gaussian_radiance; surface_occupancy; generation_editing,multi-view images; multimodal / language,mesh / surface; radiance field / NVS; editable / generative 3D,efficiency; editing/generation,Read early; it likely changes the framing of the 3D reconstruction cluster.,,,"We present SceneTok, a novel tokenizer for encoding view sets of scenes into a compressed and diffusable set of unstructured tokens. Existing approaches for 3D scene representation and generation commonly use 3D data structures or view-aligned fields. In contrast, we introduce the first method that encodes scene information into a small set of permutation invariant tokens that is disentangled from the spatial grid. The scene tokens are predicted by a multi-view tokenizer given many context views and rendered into novel views by employing a light-weight rectified flow decoder. A diffusion transformer enables scene generation on the compressed token space. We show that the compression is two orders of magnitude stronger than for other representations while still reaching state-of-the-art reconstruction quality. Further, our representation can be rendered from novel trajectories, including ones deviating from the input trajectory, and we show that the decoder gracefully handles uncertainty. Finally, the highly-compressed set of unstructured latent scene tokens enables simple and efficient scene generation in 8 seconds, achieving a much better quality-speed tradeoff than previous paradigms.Our code and trained models will be released upon acceptance of the paper."
strong_bridge,medium,system bridge signal: pose/localization/mapping/world-model plus reconstruction representation,242,100,core trend paper,A. thesis anchor: representation shift,VerseCrafter: Dynamic Realistic Video World Model with 4D Geometric Control,3D Vision & Geometry,3D Gaussian Splatting,general_reconstruction; gaussian_radiance; dynamic_4d; surface_occupancy; robotics_mapping; data_benchmark,video / temporal,point map / point cloud; Gaussian map; mesh / surface; occupancy / voxel; radiance field / NVS; 4D scene; editable / generative 3D,unified pipeline; scale; robustness; dynamic; benchmark/data; editing/generation,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"Video world models aim to simulate dynamic, real-world environments, yet existing methods struggle to provide unified and precise control over camera and multi-object motion, as videos inherently operate dynamics in the projected 2D image plane. To bridge this gap, we introduce VerseCrafter, a 4D-aware video world model that enables explicit and coherent control over both camera and object dynamics within a unified 4D geometric world state. Our approach is centered on a novel 4D Geometric Control representation, which encodes the world state through a static background point cloud and per-object 3D Gaussian trajectories. This representation captures not only an object's path but also its probabilistic 3D occupancy over time, offering a flexible, category-agnostic alternative to rigid bounding boxes or parametric models. These 4D controls are rendered into conditioning signals for a pretrained video diffusion model, enabling the generation of high-fidelity, view-consistent videos that precisely adhere to the specified dynamics. Unfortunately, another major challenge lies in the scarcity of large-scale training data with explicit 4D annotations. We address this by developing an automatic data engine that extracts the required 4D controls from in-the-wild videos, allowing us to train our model on a massive and diverse dataset. We will release our code, model, and dataset to support research in realistic and controllable video world models."
strong_bridge,medium,dynamic/4D paper with direct reconstruction signal,267,100,core trend paper,B. bridge: reconstruction becomes mapping/world model,ChronoGS: Disentangling Invariants and Changes in Multi-Period Scenes,3D Vision & Geometry,3D Gaussian Splatting,gaussian_radiance; dynamic_4d; robotics_mapping; data_benchmark,video / temporal,Gaussian map; radiance field / NVS,unified pipeline; scale; robustness; dynamic; benchmark/data,Use as evidence that Gaussian/radiance representations are moving from static NVS toward dynamic scene models.,,,"Multi-period image collections are common in real-world applications. Cities are re-scanned for mapping, construction sites are revisited for progress tracking, and natural regions are monitored for environmental change. Such data form multi-period scenes, where geometry and appearance evolve. Reconstructing such scenes is an important yet underexplored problem. Existing pipelines rely on incompatible assumptions: static and in-the-wild methods enforce a single geometry, while dynamic ones assume smooth motion, both failing under long-term, discontinuous changes. To solve this problem, we introduce ChronoGS, a temporally modulated Gaussian representation that reconstructs all periods within a unified anchor scaffold. It‘s also designed to disentangle stable and evolving components, achieving temporally consistent reconstruction of multi-period scenes. To catalyze relevant research, we release ChronoScene dataset, a benchmark of real and synthetic multi-period scenes, capturing geometric and appearance variation. Experiments demonstrate that ChronoGS consistently outperforms baselines in reconstruction quality and temporal consistency. Our code and the ChronoScene dataset will be made publicly available."
strong_bridge,high,pose/localization bridge genus=Pose Estimation with reconstruction/map signal,268,100,core trend paper,B. bridge: reconstruction becomes mapping/world model,DROID-SLAM in the Wild,3D Vision & Geometry,Pose Estimation,general_reconstruction; pose_calibration_localization; robotics_mapping; data_benchmark,multi-view images,camera pose,foundation/prior; efficiency; robustness; dynamic,"Use for the robotics/SLAM angle: reconstruction becomes a map or world model, not just a visual asset.",,,"We present a robust, real-time RGB SLAM system that handles dynamic environments by leveraging differentiable Uncertainty-aware Bundle Adjustment. Traditional SLAM methods typically assume static scenes, leading to tracking failures in the presence of motion. Recent dynamic SLAM approaches attempt to address this challenge using predefined dynamic priors or uncertainty-aware mapping, but they remain limited when confronted with unknown dynamic objects or highly cluttered scenes where geometric mapping becomes unreliable. In contrast, our method estimates per-pixel uncertainty by exploiting multi-view visual feature inconsistency, enabling robust tracking and reconstruction even in real-world environments. The proposed system achieves state-of-the-art camera poses and scene geometry in cluttered dynamic scenarios while running in real time at around 8 FPS. The source code will be publicly released."
